brand,model_original,model_primeira_palavra
Alfa Romeo,145 Elegant,145
Alfa Romeo,145 Quadrifoglio,145
Alfa Romeo,145 QV,145
Alfa Romeo,147,147
Alfa Romeo,155,155
Alfa Romeo,155 Super,155
Alfa Romeo,156,156
Alfa Romeo,156 Sport Wagon,156
Alfa Romeo,156 TS/Sport/Elegant,156
Alfa Romeo,164,164
Alfa Romeo,164 Super V6,164
Alfa Romeo,166,166
Alfa Romeo,2300 TI/TI-4,2300
Alfa Romeo,Spider,Spider
ASTON MARTIN,DB12 Coupe,DB12
ASTON MARTIN,DB12 Volante,DB12
ASTON MARTIN,DB9 Coupe,DB9
ASTON MARTIN,DB9 Volante,DB9
ASTON MARTIN,DBS Coupe,DBS
ASTON MARTIN,DBX,DBX
ASTON MARTIN,DBX707,DBX707
ASTON MARTIN,Rapide,Rapide
ASTON MARTIN,Rapide S,Rapide
ASTON MARTIN,Vanquish V12,Vanquish
ASTON MARTIN,Vantage,Vantage
ASTON MARTIN,Vantage Coupe,Vantage
ASTON MARTIN,Vantage Cupê,Vantage
ASTON MARTIN,Vantage Cupê F1 Edition,Vantage
ASTON MARTIN,Vantage Roadster,Vantage
ASTON MARTIN,Vantage Roadster F1 Edition,Vantage
ASTON MARTIN,Vantage S,Vantage
ASTON MARTIN,Vantage S Coupe,Vantage
ASTON MARTIN,Virage Coupe,Virage
Audi,100,100
Audi,100 S-4,100
Audi,80,80
Audi,80 S2 Avant,80
Audi,A1,A1
Audi,A1 Sport,A1
Audi,A1 Sport. S Edition,A1
Audi,A1 Sportback,A1
Audi,A3,A3
Audi,A3 Cabriolet,A3
Audi,A3 Cabriolet Ambition,A3
Audi,A3 Cabriolet Perfor.,A3
Audi,A3 Sed. Ambition,A3
Audi,A3 Sed. P. Plus Tech,A3
Audi,A3 Sed. P.Plus,A3
Audi,A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic,A3
Audi,A3 Sed.Perf. Black,A3
Audi,A3 Sedan,A3
Audi,A3 Sedan Advance,A3
Audi,A3 Sedan Performance,A3
Audi,A3 Sedan Prestige,A3
Audi,A3 Sedan Prestige Plus,A3
Audi,A3 Sedan S-Line,A3
Audi,A3 Sedan S-Line Limited,A3
Audi,A3 Sport,A3
Audi,A3 Sportb. Perf. Black,A3
Audi,A3 Sportb. Performance,A3
Audi,A3 Sportb. Performance Black,A3
Audi,A3 Sportb. Prestige Plus,A3
Audi,A3 Sportb. S-Line,A3
Audi,A3 Sportb. S-Line Limited,A3
Audi,A3 Sportback,A3
Audi,A4,A4
Audi,A4 Ambiente,A4
Audi,A4 Ambition,A4
Audi,A4 Attraction,A4
Audi,A4 Avant Lim. Ed.,A4
Audi,A4 Avant Prest. Plus,A4
Audi,A4 Launch Edition,A4
Audi,A4 Limited Edition,A4
Audi,A4 Perfor. Black,A4
Audi,A4 Prestige,A4
Audi,A4 Prestige Plus,A4
Audi,A4 S Line,A4
Audi,A5,A5
Audi,A5 Ambiente Sportb.,A5
Audi,A5 Ambit. Plus Sport.,A5
Audi,A5 Ambit. Sport.,A5
Audi,A5 Attraction Sportb.,A5
Audi,A5 Cabriolet,A5
Audi,A5 Coupê,A5
Audi,A5 Sedan Performance S Edition,A5
Audi,A5 Sportb.,A5
Audi,A5 Sportb. Advanc.,A5
Audi,A5 Sportb. Carbon Ed.,A5
Audi,A5 Sportb. Perf.,A5
Audi,A5 Sportb. Prestige,A5
Audi,A5 Sportb. S Line,A5
Audi,A5 Sportb.Perf.B.,A5
Audi,A5 Sportb.Prestige Plus,A5
Audi,A5 Sportback,A5
Audi,A5 Sportback S-Line,A5
Audi,A6,A6
Audi,A6 Allroad,A6
Audi,A6 Perf. Black,A6
Audi,A6 Performance,A6
Audi,A6 Prestige Plus,A6
Audi,A6 Sport. e-tron Perf. Black (Elétrico),A6
Audi,A7 SP.b. Perf. Bla.,A7
Audi,A7 Sportback,A7
Audi,A7 Sportback Perf.,A7
Audi,A8,A8
Audi,Allroad,Allroad
Audi,Avant RS2,Avant
Audi,E-TRON GT Aut. (Elétrico),E-TRON
Audi,E-TRON Performa. Black Aut. (Elétrico),E-TRON
Audi,E-TRON Performace Aut. (Elétrico),E-TRON
Audi,E-TRON S Sportback Quat. Aut. (Elétrico),E-TRON
Audi,E-TRON Sportb. Perf.Black Aut.(Elétrico),E-TRON
Audi,E-TRON Sportback Perf. Aut. (Elétrico),E-TRON
Audi,Q3,Q3
Audi,Q3 Black Ed.,Q3
Audi,Q3 Black S Line,Q3
Audi,Q3 P. Plus,Q3
Audi,Q3 Perf. Black,Q3
Audi,Q3 Perf. Black.Plus,Q3
Audi,Q3 Performance,Q3
Audi,Q3 Prest.,Q3
Audi,Q3 Prestige,Q3
Audi,Q3 SPB Perf. Black,Q3
Audi,Q3 SPB Perf.Black Plus,Q3
Audi,Q3 SPB Performance,Q3
Audi,Q3 Sportb.,Q3
Audi,Q5,Q5
Audi,Q5 Advanced,Q5
Audi,Q5 Ambiente,Q5
Audi,Q5 Ambition,Q5
Audi,Q5 Attraction,Q5
Audi,Q5 Black,Q5
Audi,Q5 Perf. Black,Q5
Audi,Q5 Performance,Q5
Audi,Q5 Prestige,Q5
Audi,Q5 Prestige Plus,Q5
Audi,Q5 S-Line,Q5
Audi,Q5 S-Line Black,Q5
Audi,Q5 SB P Black.,Q5
Audi,Q5 SB Perf.,Q5
Audi,Q5 SPB. S-Line Black,Q5
Audi,Q5 Sportback Advanced,Q5
Audi,Q5 Sportback S-Line,Q5
Audi,Q6 E-TRON Quattro Perf. Black (Elétrico),Q6
Audi,Q6 E-TRON Quattro Performance (Elétrico),Q6
Audi,Q6 E-Tron Quattro Sportback Performance Black,Q6
Audi,Q7,Q7
Audi,Q7 Perf. Black,Q7
Audi,Q7 Perf.Black,Q7
Audi,Q7 S-Line,Q7
Audi,Q8 E-TRON Launch Edition (Elétrico),Q8
Audi,Q8 E-TRON Performance Black (Elétrico),Q8
Audi,Q8 E-TRON Sportb. Perf. Black (Elétrico),Q8
Audi,Q8 E-TRON Sportb.Launch Edt. (Elétrico),Q8
Audi,Q8 Perf.Black,Q8
Audi,Q8 Perfo.,Q8
Audi,R8,R8
Audi,R8 GT,R8
Audi,R8 Spyder,R8
Audi,RS E-TRON GT Quattro Aut. (Elétrico),RS
Audi,RS Q3,RS
Audi,RS Q3 Sportback,RS
Audi,RS Q8,RS
Audi,RS Q8 Perfornace,RS
Audi,RS3 Sedan,RS3
Audi,RS3 Sedan Track,RS3
Audi,RS3 Sportback,RS3
Audi,RS4,RS4
Audi,RS5,RS5
Audi,RS5 Coupê,RS5
Audi,RS5 SPB. C.Plus Track,RS5
Audi,RS5 SPB. Compet. Plus,RS5
Audi,RS5 Sportback,RS5
Audi,RS6,RS6
Audi,RS7 Sportback,RS7
Audi,S3,S3
Audi,S3 Sedan,S3
Audi,S3 Sportback,S3
Audi,S4,S4
Audi,S5 Cabriolet,S5
Audi,S5 Coupê,S5
Audi,S5 Sportback,S5
Audi,S6,S6
Audi,S6 Plus,S6
Audi,S7,S7
Audi,S8,S8
Audi,SQ5,SQ5
Audi,SQ5 Sportback,SQ5
Audi,SQ6 Sportback E-Tron Quattro (Elétrico),SQ6
Audi,SQ8 Sportback E-Tron Quattro (Elétrico),SQ8
Audi,TT,TT
Audi,TT Roadster,TT
Audi,TTRS,TTRS
Audi,TTRS Roadster,TTRS
Audi,TTS,TTS
Audi,TTS Roadster,TTS
BMW,116iA,116iA
BMW,118i M Sport,118i
BMW,118i Sport,118i
BMW,118iA,118iA
BMW,118iA Full,118iA
BMW,118iA/ Urban/Sport,118iA/
BMW,120i,120i
BMW,120iA,120iA
BMW,120iA Cabrio,120iA
BMW,120iA Sport,120iA
BMW,125i M Sport/Active Flex,125i
BMW,130i,130i
BMW,130iA,130iA
BMW,135iA Coupé,135iA
BMW,218i Gran Coupe M Sport,218i
BMW,218i Gran Coupe Sport GP,218i
BMW,220i Gran Coupe M Sport,220i
BMW,220i Tourer Active Flex,220i
BMW,225i Active Tourer Sport,225i
BMW,316 (todas),316
BMW,316i,316i
BMW,318i Cabrio,318i
BMW,318i/iA,318i/iA
BMW,318i/iA Compact,318i/iA
BMW,318iA,318iA
BMW,318iS/ISA,318iS/ISA
BMW,318Ti Compact Mec,318Ti
BMW,318Ti/TiA Compact,318Ti/TiA
BMW,320i,320i
BMW,320iA,320iA
BMW,320iA GT Sport,320iA
BMW,320iA Modern/Sport TB,320iA
BMW,323Ci Coupê,323Ci
BMW,323CiA Coupê,323CiA
BMW,323i,323i
BMW,323i Confort,323i
BMW,323i Sport,323i
BMW,323i Touring,323i
BMW,323i/iA Exclusive,323i/iA
BMW,323iA,323iA
BMW,323iA Confort,323iA
BMW,323iA Entry Sedan,323iA
BMW,323iA Sport,323iA
BMW,323iA Top Sedan,323iA
BMW,323iA Touring,323iA
BMW,323Ti Compact,323Ti
BMW,323Ti Compact Sport,323Ti
BMW,323TiA Compact Top,323TiA
BMW,325i,325i
BMW,325i/iA Cabrio,325i/iA
BMW,325iA,325iA
BMW,325iA Coupé,325iA
BMW,325iA Touring,325iA
BMW,328i Exclusive,328i
BMW,328i Touring/Sport,328i
BMW,328i/iA (modelo antigo),328i/iA
BMW,328i/iA (novo modelo),328i/iA
BMW,328i/iA Cabrio,328i/iA
BMW,328iA,328iA
BMW,328iA Exclusive,328iA
BMW,328iA GT M Sport,328iA
BMW,328iA Luxury/Modern,328iA
BMW,328iA M Sport,328iA
BMW,328iA Plus,328iA
BMW,328iA Sport,328iA
BMW,328iA Touring/Sport,328iA
BMW,330Ci Cabriolet,330Ci
BMW,330CiA Cabriolet,330CiA
BMW,330e M Sport,330e
BMW,330i M Sport,330i
BMW,330i MotorSport,330i
BMW,330i Sport,330i
BMW,330iA Exclusive,330iA
BMW,330iA MotorSport,330iA
BMW,330iA Top,330iA
BMW,335i,335i
BMW,335iA,335iA
BMW,335iA Cabriolet,335iA
BMW,335iA M Sport,335iA
BMW,335iA Sport,335iA
BMW,420i Cabriolet M Sport,420i
BMW,420i Cabriolet Sport,420i
BMW,428i Cabriolet Sport,428i
BMW,428i Gran Coupe M Sport,428i
BMW,428i Gran Coupe Sport,428i
BMW,430i Cab. Sport Limited Ed.2.0 TB,430i
BMW,430i Cabriolet M Sport,430i
BMW,430i Cabriolet Sport,430i
BMW,430i Gran Coupé M Sport TB,430i
BMW,435iA M Sport Coupe,435iA
BMW,520i,520i
BMW,525i/iA,525i/iA
BMW,525i/iA Touring,525i/iA
BMW,528i/iA,528i/iA
BMW,528iA,528iA
BMW,528iA High,528iA
BMW,528iA M Sport,528iA
BMW,528iA Touring,528iA
BMW,530e Luxury,530e
BMW,530e M Sport,530e
BMW,530i M Sport,530i
BMW,530i Security,530i
BMW,530i/iA,530i/iA
BMW,530i/iA Touring,530i/iA
BMW,535i/iA,535i/iA
BMW,535iA,535iA
BMW,535iA GT,535iA
BMW,535iA M Sport,535iA
BMW,540i,540i
BMW,540i M Sport,540i
BMW,540i/iA Touring,540i/iA
BMW,540iA,540iA
BMW,540iA MotorSport,540iA
BMW,540iA Protection,540iA
BMW,540iTA,540iTA
BMW,545iA,545iA
BMW,550iA,550iA
BMW,550iA Limited Sport Edition,550iA
BMW,550iA Security,550iA
BMW,640i Gran Coupe,640i
BMW,645Ci Cabriolet,645Ci
BMW,645iA,645iA
BMW,650Ci Cabriolet,650Ci
BMW,650i Gran Coupe,650i
BMW,650iA,650iA
BMW,650iA Limited Sport  Edition,650iA
BMW,730i,730i
BMW,730iA,730iA
BMW,735i/iA,735i/iA
BMW,740i,740i
BMW,740iA,740iA
BMW,740iL/iLA Highline,740iL/iLA
BMW,740iLA Protection,740iLA
BMW,745iA,745iA
BMW,745Le M Sport Sedan,745Le
BMW,750i,750i
BMW,750i M Sport Sedan,750i
BMW,750iA,750iA
BMW,750iL Highline,750iL
BMW,750iL M Sport Sedan,750iL
BMW,750iL Pure Excellence Sedan,750iL
BMW,750iLA,750iLA
BMW,760iL,760iL
BMW,840Ci,840Ci
BMW,840CiA,840CiA
BMW,850Ci/CiA,850Ci/CiA
BMW,850CSi,850CSi
BMW,850i,850i
BMW,i3 Bev,i3
BMW,i3 Bev Connected,i3
BMW,i3 Bev Full,i3
BMW,i3 Bev Un. Forever,i3
BMW,i3 Rex E Drive,i3
BMW,i3 Rex E Drive Connected Aut. (Elétrico),i3
BMW,i3 Rex E Drive Full,i3
BMW,i4 e-Drive,i4
BMW,i4 M50 (Elétrico),i4
BMW,i5 M60 (Elétrico),i5
BMW,i7 XDrive,i7
BMW,i8 e-Drive,i8
BMW,i8 Road. e-Drive,i8
BMW,iX,iX
BMW,iX M60 (Elétrico),iX
BMW,iX XDrive,iX
BMW,M,M
BMW,M Roadster,M
BMW,M1 Coupe,M1
BMW,M140i,M140i
BMW,M2 Competition,M2
BMW,M2 Competition Ed. Espe.,M2
BMW,M2 Coupe,M2
BMW,M2 Coupe Track,M2
BMW,M2 CS Coupe,M2
BMW,M235i XDRIVE Gran Coupé,M235i
BMW,M240i Coupe,M240i
BMW,M3,M3
BMW,M3 Cabrio,M3
BMW,M3 Competition M,M3
BMW,M3 Competition M Track,M3
BMW,M3 Coupê,M3
BMW,M3 CS Sedan,M3
BMW,M3 Sedan,M3
BMW,M340i XDRIVE,M340i
BMW,M340i XDRIVE First Ed.,M340i
BMW,M4 Cabriolet,M4
BMW,M4 Coupe,M4
BMW,M4 CS Coupe,M4
BMW,M440i Coupe,M440i
BMW,M5,M5
BMW,M5 Competition M XDRIVE,M5
BMW,M5 M XDRIVE,M5
BMW,M5 Perform. Pack M XDRIVE,M5
BMW,M6,M6
BMW,M6 Coupe,M6
BMW,M6 Gran Coupe,M6
BMW,M760Li xDrive,M760Li
BMW,M8 Gran Coupé Comp.First ED.,M8
BMW,M8 Gran Coupé Competition,M8
BMW,M850i XDrive Coupé,M850i
BMW,X1 SDRIVE,X1
BMW,X1 XDRIVE,X1
BMW,X2 M35i,X2
BMW,X2 M35i xDrive,X2
BMW,X2 SDRIVE,X2
BMW,X2 XDrive20i M Sport,X2
BMW,X3 Family,X3
BMW,X3 M Competition,X3
BMW,X3 M40i,X3
BMW,X3 M50 XDRIVE,X3
BMW,X3 Sport,X3
BMW,X3 XDRIVE,X3
BMW,X4 M Competition,X4
BMW,X4 M40i,X4
BMW,X4 XDRIVE,X4
BMW,X5,X5
BMW,X5 Endurance,X5
BMW,X5 M,X5
BMW,X5 M Competition,X5
BMW,X5 Security,X5
BMW,X5 Sport,X5
BMW,X5 XDRIVE,X5
BMW,X5 XDRIVE M50d,X5
BMW,X5 XDRIVE M50i,X5
BMW,X6 M,X6
BMW,X6 M Competition,X6
BMW,X6 XDRIVE,X6
BMW,X7 M50i,X7
BMW,X7 M50i Dark Shadow,X7
BMW,X7 M60i,X7
BMW,X7 XDRIVE,X7
BMW,Z3,Z3
BMW,Z3 Roadster,Z3
BMW,Z3 Roadster M,Z3
BMW,Z4 Coupé M,Z4
BMW,Z4 M40i,Z4
BMW,Z4 Roadster,Z4
BMW,Z4 Roadster M,Z4
BMW,Z4 Roadster sDRIVE,Z4
BMW,Z4 Roadster Sport,Z4
BMW,Z8,Z8
BYD,D1 EV (Elétrico),D1
BYD,Dolphin EV (Elétrico),Dolphin
BYD,Dolphin Mini (Elétrico),Dolphin
BYD,Dolphin Plus (Elétrico),Dolphin
BYD,eT3  (Elétrico),eT3
BYD,Han EV  (Elétrico),Han
BYD,King GL,King
BYD,King GS,King
BYD,Seal (Elétrico),Seal
BYD,SHARK GS,SHARK
BYD,Song Plus,Song
BYD,Song Plus Premium,Song
BYD,Song Pro GL,Song
BYD,Song Pro GS,Song
BYD,TAN EV,TAN
BYD,Yuan Plus (Elétrico),Yuan
BYD,Yuan Pro (Elétrico),Yuan
Cadillac,Deville/Eldorado,Deville/Eldorado
Cadillac,Seville,Seville
Caoa Chery,ARRIZO,ARRIZO
Caoa Chery,iCar EQ1 TECH (Elétrico),iCar
Caoa Chery,Tiggo,Tiggo
Caoa Chery/Chery,ARRIZO,ARRIZO
Caoa Chery/Chery,Celer Hatch,Celer
Caoa Chery/Chery,Celer Hatch ACT,Celer
Caoa Chery/Chery,Celer Sedan,Celer
Caoa Chery/Chery,Celer Sedan ACT,Celer
Caoa Chery/Chery,CIELO,CIELO
Caoa Chery/Chery,CIELO Sedan,CIELO
Caoa Chery/Chery,Face,Face
Caoa Chery/Chery,QQ,QQ
Caoa Chery/Chery,S-18,S-18
Caoa Chery/Chery,Tiggo,Tiggo
Chrysler,300 C,300
Chrysler,300 C SRT8,300
Chrysler,300 C Touring,300
Chrysler,300 M,300
Chrysler,Caravan LE,Caravan
Chrysler,Caravan LX,Caravan
Chrysler,Caravan SE,Caravan
Chrysler,Cirrus LXi,Cirrus
Chrysler,Grand Caravan LE,Grand
Chrysler,Grand Caravan Limited,Grand
Chrysler,Grand Caravan LX,Grand
Chrysler,Grand Caravan SE,Grand
Chrysler,LE Baron,LE
Chrysler,Neon LE,Neon
Chrysler,Neon LE/Highline,Neon
Chrysler,Neon Sport,Neon
Chrysler,PT Cruiser Cabrio,PT
Chrysler,PT Cruiser Classic,PT
Chrysler,PT Cruiser Limited,PT
Chrysler,PT Cruiser Touring DEC. EDITION,PT
Chrysler,Sebring LX,Sebring
Chrysler,Stratus LE,Stratus
Chrysler,Stratus LX,Stratus
Chrysler,TOWN & COUNTRY Limited,TOWN
Chrysler,TOWN & COUNTRY Touring,TOWN
Chrysler,Vision,Vision
Citroën,AIRCROSS,AIRCROSS
Citroën,AIRCROSS BUSINESS,AIRCROSS
Citroën,AIRCROSS Exc. ATACA.,AIRCROSS
Citroën,AIRCROSS Exclusive,AIRCROSS
Citroën,AIRCROSS F. Pack,AIRCROSS
Citroën,AIRCROSS Feel,AIRCROSS
Citroën,AIRCROSS GL,AIRCROSS
Citroën,AIRCROSS GLX,AIRCROSS
Citroën,AIRCROSS GLX ATACAMA,AIRCROSS
Citroën,AIRCROSS Live,AIRCROSS
Citroën,AIRCROSS Live Bus.,AIRCROSS
Citroën,AIRCROSS SALOMON,AIRCROSS
Citroën,AIRCROSS SALOMON EXCLUSIVE,AIRCROSS
Citroën,AIRCROSS SALOMON TENDANCE,AIRCROSS
Citroën,AIRCROSS Shine,AIRCROSS
Citroën,AIRCROSS Start,AIRCROSS
Citroën,AIRCROSS TENDANCE,AIRCROSS
Citroën,AIRCROSS7 F. Pack,AIRCROSS7
Citroën,AIRCROSS7 Feel,AIRCROSS7
Citroën,AIRCROSS7 Shine,AIRCROSS7
Citroën,AIRCROSS7 XTR,AIRCROSS7
Citroën,AX GTi,AX
Citroën,BASALT Dark Edition,BASALT
Citroën,BASALT Feel,BASALT
Citroën,BASALT First Edit.1.0 Flex TB,BASALT
Citroën,BASALT Shine,BASALT
Citroën,Berlingo Furgão,Berlingo
Citroën,Berlingo MultSpace GLX,Berlingo
Citroën,BX,BX
Citroën,BX GTi,BX
Citroën,C3,C3
Citroën,C3 Attra/Origine Pack,C3
Citroën,C3 Attraction,C3
Citroën,C3 Attraction Pure Tech,C3
Citroën,C3 Excl.,C3
Citroën,C3 Excl./Excl.Solar./Sonora,C3
Citroën,C3 Exclus./Excl.Solaris,C3
Citroën,C3 Exclusive,C3
Citroën,C3 Exclusive Bus.,C3
Citroën,C3 Feel,C3
Citroën,C3 Feel Pack,C3
Citroën,C3 First Edition,C3
Citroën,C3 GLX,C3
Citroën,C3 Live,C3
Citroën,C3 Live Pack,C3
Citroën,C3 Ocimar Versolato,C3
Citroën,C3 Origine,C3
Citroën,C3 Origine Pure Tech,C3
Citroën,C3 Picasso Excl.,C3
Citroën,C3 Picasso Exclusive,C3
Citroën,C3 Picasso GL,C3
Citroën,C3 Picasso GLX,C3
Citroën,C3 Picasso Origine,C3
Citroën,C3 Picasso Tendance,C3
Citroën,C3 Start,C3
Citroën,C3 Style Ed. Pure Tech,C3
Citroën,C3 Style Edition,C3
Citroën,C3 Tendance,C3
Citroën,C3 Tendance Pure Tech,C3
Citroën,C3 Urban Trail,C3
Citroën,C3 Urban Trail P.Tech,C3
Citroën,C3 X-BOX ONE,C3
Citroën,C3 XTR,C3
Citroën,C3 YOU!,C3
Citroën,C4 CACTUS,C4
Citroën,C4 CACTUS C-SERIES,C4
Citroën,C4 CACTUS FEEL,C4
Citroën,C4 CACTUS FEEL Bus.,C4
Citroën,C4 CACTUS FEEL Pack,C4
Citroën,C4 CACTUS LIVE,C4
Citroën,C4 CACTUS NOIR,C4
Citroën,C4 CACTUS Rip Curl,C4
Citroën,C4 CACTUS SHINE,C4
Citroën,C4 CACTUS SHINE Pack,C4
Citroën,C4 CACTUS X-Series,C4
Citroën,C4 Competition,C4
Citroën,C4 Excl./Excl. Solar.,C4
Citroën,C4 Excl.2.0/2.0 Solaris Flex,C4
Citroën,C4 GLX,C4
Citroën,C4 LOUNGE,C4
Citroën,C4 LOUNGE Exclusive,C4
Citroën,C4 LOUNGE Feel,C4
Citroën,C4 LOUNGE Live,C4
Citroën,C4 LOUNGE Live Bus.,C4
Citroën,C4 LOUNGE Orig.Business,C4
Citroën,C4 LOUNGE Origine,C4
Citroën,C4 LOUNGE S,C4
Citroën,C4 LOUNGE Shine,C4
Citroën,C4 LOUNGE Tendance,C4
Citroën,C4 PAL.Excl/Excl(Tech.),C4
Citroën,C4 PALLAS Exclusive,C4
Citroën,C4 PALLAS GLX,C4
Citroën,C4 Picasso Intensive,C4
Citroën,C4 Picasso Seduction,C4
Citroën,C4 Picasso/Pic. La Luna,C4
Citroën,C4 Rock You,C4
Citroën,C4 Tendance,C4
Citroën,C4 VTR,C4
Citroën,C5,C5
Citroën,C5 Exclusive,C5
Citroën,C5 Exclusive Break,C5
Citroën,C5 Tourer Exclusive,C5
Citroën,C6 Exclusive,C6
Citroën,C8 Exclusive,C8
Citroën,DS3,DS3
Citroën,DS3 Sport Chic,DS3
Citroën,DS4,DS4
Citroën,DS5,DS5
Citroën,Evasion  GLX,Evasion
Citroën,Evasion VSX Turbo,Evasion
Citroën,Grand C4 Picasso,Grand
Citroën,Grand C4 Picasso Intensive,Grand
Citroën,Grand C4 Picasso Seduction,Grand
Citroën,Jumper,Jumper
Citroën,Jumper Cargo,Jumper
Citroën,Jumper Furgão,Jumper
Citroën,Jumper Minibus Executive,Jumper
Citroën,Jumper Vitré,Jumper
Citroën,Jumpy,Jumpy
Citroën,Jumpy Cargo,Jumpy
Citroën,Jumpy VITRÉ,Jumpy
Citroën,Jumpy Vitré,Jumpy
Citroën,Xantia,Xantia
Citroën,Xantia Activa,Xantia
Citroën,Xantia Break,Xantia
Citroën,Xantia Break GLX,Xantia
Citroën,Xantia Exclusive,Xantia
Citroën,Xantia GLX,Xantia
Citroën,Xantia SX,Xantia
Citroën,Xantia VSX,Xantia
Citroën,XM Exclusive,XM
Citroën,XM Exclusive Break,XM
Citroën,XM Sensation,XM
Citroën,Xsara Break Exclusive,Xsara
Citroën,Xsara Break GLX,Xsara
Citroën,Xsara Break GLX/ Paris,Xsara
Citroën,Xsara Exclusive,Xsara
Citroën,Xsara GLX,Xsara
Citroën,Xsara GLX/ Paris,Xsara
Citroën,Xsara Picasso Exc./Etoile,Xsara
Citroën,Xsara Picasso Exclus.,Xsara
Citroën,Xsara Picasso Exclusive,Xsara
Citroën,Xsara Picasso GLX,Xsara
Citroën,Xsara Picasso GLX/Brasil/Etoile,Xsara
Citroën,Xsara VTS,Xsara
Citroën,ZX Cupê,ZX
Citroën,ZX Dakar,ZX
Citroën,ZX Furio,ZX
Citroën,ZX Paris,ZX
Citroën,ZX Volcane,ZX
Citroën,Ë-Jumpy Cargo,Ë-Jumpy
Cross Lander,CL-244,CL-244
Cross Lander,CL-330,CL-330
Ferrari,12Cilinrdri Coupe,12Cilinrdri
Ferrari,12Cilinrdri Spider,12Cilinrdri
Ferrari,296 GTB (Hibrido),296
Ferrari,296 GTS (Híbrido),296
Ferrari,348 GTS,348
Ferrari,348 Spider,348
Ferrari,348 TS/TB,348
Ferrari,355 Berlinetta,355
Ferrari,355 Berlinetta F1,355
Ferrari,355 GTS,355
Ferrari,355 GTS F1,355
Ferrari,355 GTS Spider,355
Ferrari,355 GTS Targa,355
Ferrari,355 Spider F1,355
Ferrari,360 Challenge Stradale,360
Ferrari,360 Modena,360
Ferrari,360 Modena F1,360
Ferrari,360 Spider,360
Ferrari,360 Spider F1,360
Ferrari,456 GT,456
Ferrari,456 GTA,456
Ferrari,456 M-GT,456
Ferrari,458 Speciale A,458
Ferrari,488 GTB,488
Ferrari,488 Pista,488
Ferrari,488 Pista Spider,488
Ferrari,488 Spider,488
Ferrari,550 Maranello,550
Ferrari,575M Maranello F1 V12,575M
Ferrari,612 Scaglietti F1 V12,612
Ferrari,812 GTS,812
Ferrari,812 SUPERFAST V12,812
Ferrari,California,California
Ferrari,California F1 V8 / California,California
Ferrari,F12 Berlinetta,F12
Ferrari,F12 TDF,F12
Ferrari,F430 F1,F430
Ferrari,F430 SCUDERIA F1,F430
Ferrari,F430 Spider F1,F430
Ferrari,F458 Italia F1,F458
Ferrari,F458 Speciale F1,F458
Ferrari,F458 Spider F1,F458
Ferrari,F599 GTB Fiorano F1,F599
Ferrari,F8 Spider,F8
Ferrari,F8 TRIBUTO,F8
Ferrari,FF F1,FF
Ferrari,GTC4 LUSSO,GTC4
Ferrari,GTC4 LUSSO T V8,GTC4
Ferrari,PORTOFINO,PORTOFINO
Ferrari,PORTOFINO M,PORTOFINO
Ferrari,PUROSANGUE,PUROSANGUE
Ferrari,Roma,Roma
Ferrari,Roma Spider,Roma
Ferrari,SF,SF
Fiat,147 C/ CL,147
Fiat,147 Furgão (todos),147
Fiat,147 Pick-Up (todas),147
Fiat,500 ABARTH MULTIAIR,500
Fiat,500 Cabrio Dualogic Flex,500
Fiat,500 Cabrio Flex,500
Fiat,500 Cabrio/500 Coupe Gucci/Flex,500
Fiat,500 Cult,500
Fiat,500 LOUNGE,500
Fiat,500 Lounge Air,500
Fiat,500 SPORT,500
Fiat,500 Sport Air,500
Fiat,500e ICON (Elétrico),500e
Fiat,ARGO,ARGO
Fiat,ARGO DRIVE,ARGO
Fiat,ARGO DRIVE GSR,ARGO
Fiat,ARGO DRIVE S-DESIGN,ARGO
Fiat,ARGO DRIVE TRIBUTO,ARGO
Fiat,ARGO ENDURANCE,ARGO
Fiat,ARGO HGT,ARGO
Fiat,ARGO PRECISION,ARGO
Fiat,ARGO TREKKING,ARGO
Fiat,Brava ELX,Brava
Fiat,Brava HGT,Brava
Fiat,Brava SX,Brava
Fiat,Bravo ABSOLUTE,Bravo
Fiat,Bravo ABSOLUTE Dualogic,Bravo
Fiat,Bravo BlackMotion,Bravo
Fiat,Bravo ESSENCE,Bravo
Fiat,Bravo ESSENCE Dualogic,Bravo
Fiat,Bravo SPORTING,Bravo
Fiat,Bravo SX,Bravo
Fiat,Bravo T-JET,Bravo
Fiat,Bravo WOLVERINE,Bravo
Fiat,Cinquecento,Cinquecento
Fiat,Coupe,Coupe
Fiat,CRONOS,CRONOS
Fiat,CRONOS DRIVE,CRONOS
Fiat,CRONOS DRIVE GSR,CRONOS
Fiat,CRONOS HGT,CRONOS
Fiat,CRONOS PRECISION,CRONOS
Fiat,Doblo,Doblo
Fiat,Doblo  Cargo,Doblo
Fiat,Doblo Adv. XINGU,Doblo
Fiat,Doblo Adv. XINGU LOCKER,Doblo
Fiat,Doblo Adv.Ext./Adv.Ext.Loc.,Doblo
Fiat,Doblo Adv/Adv TRYON/LOCKER,Doblo
Fiat,Doblo Adventure/ Adv.ER,Doblo
Fiat,Doblo ATTRACTIVE,Doblo
Fiat,Doblo Cargo,Doblo
Fiat,Doblo ELX,Doblo
Fiat,Doblo ESSENCE,Doblo
Fiat,Doblo EX,Doblo
