brand,model_original,model_clean
Citroën,Jumpy Vitré,Jumpy Vitré
Citroën,Xantia,Xantia
Citroën,Xantia Activa,Xantia Activa
Citroën,Xantia Break,Xantia Break
Citroën,Xantia Break GLX,Xantia Break GLX
Citroën,Xantia Exclusive,Xantia Exclusive
Citroën,Xantia GLX,Xantia GLX
Citroën,Xantia SX,Xantia SX
Citroën,Xantia VSX,Xantia VSX
Citroën,XM Exclusive,XM Exclusive
Citroën,XM Exclusive Break,XM Exclusive Break
Citroën,XM Sensation,XM Sensation
Citroën,Xsara Break Exclusive,Xsara Break Exclusive
Citroën,Xsara Break GLX,Xsara Break GLX
Citroën,Xsara Break GLX/ Paris,Xsara Break GLX Paris
Citroën,Xsara Exclusive,Xsara Exclusive
Citroën,Xsara GLX,Xsara GLX
Citroën,Xsara GLX/ Paris,Xsara GLX Paris
Citroën,Xsara Picasso Exc./Etoile,Xsara Picasso Exc. Etoile
Citroën,Xsara Picasso Exclus.,Xsara Picasso Exclus.
Citroën,Xsara Picasso Exclusive,Xsara Picasso Exclusive
Citroën,Xsara Picasso GLX,Xsara Picasso GLX
Citroën,Xsara Picasso GLX/Brasil/Etoile,Xsara Picasso GLX Brasil Etoile
Citroën,Xsara VTS,Xsara VTS
Citroën,ZX Cupê,ZX Cupê
Citroën,ZX Dakar,ZX Dakar
Citroën,ZX Furio,ZX Furio
Citroën,ZX Paris,ZX Paris
Citroën,ZX Volcane,ZX Volcane
Citroën,Ë-Jumpy Cargo,Ë Jumpy Cargo
Cross Lander,CL-244,CL
Cross Lander,CL-330,CL
Ferrari,12Cilinrdri Coupe,12Cilinrdri
Ferrari,12Cilinrdri Spider,12Cilinrdri Spider
Ferrari,575M Maranello F1 V12,575M Maranello F1
Ferrari,355 Berlinetta,Berlinetta
Ferrari,355 Berlinetta F1,Berlinetta F1
Ferrari,California,California
Ferrari,California F1 V8 / California,California F1 California
Ferrari,360 Challenge Stradale,Challenge Stradale
Ferrari,F12 Berlinetta,F12 Berlinetta
Ferrari,F12 TDF,F12 TDF
Ferrari,F430 F1,F430 F1
Ferrari,F430 SCUDERIA F1,F430 SCUDERIA F1
Ferrari,F430 Spider F1,F430 Spider F1
Ferrari,F458 Italia F1,F458 Italia F1
Ferrari,F458 Speciale F1,F458 Speciale F1
Ferrari,F458 Spider F1,F458 Spider F1
Ferrari,F599 GTB Fiorano F1,F599 GTB Fiorano F1
Ferrari,F8 Spider,F8 Spider
Ferrari,F8 TRIBUTO,F8 TRIBUTO
Ferrari,FF F1,FF F1
Ferrari,456 GT,GT
Ferrari,456 GTA,GTA
Ferrari,296 GTB (Hibrido),GTB
Ferrari,488 GTB,GTB
Ferrari,GTC4 LUSSO,GTC4 LUSSO
Ferrari,GTC4 LUSSO T V8,GTC4 LUSSO T
Ferrari,296 GTS (Híbrido),GTS
Ferrari,348 GTS,GTS
Ferrari,355 GTS,GTS
Ferrari,812 GTS,GTS
Ferrari,355 GTS F1,GTS F1
Ferrari,355 GTS Spider,GTS Spider
Ferrari,355 GTS Targa,GTS Targa
Ferrari,456 M-GT,M GT
Ferrari,550 Maranello,Maranello
Ferrari,360 Modena,Modena
Ferrari,360 Modena F1,Modena F1
Ferrari,488 Pista,Pista
Ferrari,488 Pista Spider,Pista Spider
Ferrari,PORTOFINO,PORTOFINO
Ferrari,PORTOFINO M,PORTOFINO M
Ferrari,PUROSANGUE,PUROSANGUE
Ferrari,Roma,Roma
Ferrari,Roma Spider,Roma Spider
Ferrari,612 Scaglietti F1 V12,Scaglietti F1
Ferrari,SF,SF
Ferrari,458 Speciale A,Speciale A
Ferrari,348 Spider,Spider
Ferrari,360 Spider,Spider
Ferrari,488 Spider,Spider
Ferrari,355 Spider F1,Spider F1
Ferrari,360 Spider F1,Spider F1
Ferrari,812 SUPERFAST V12,SUPERFAST
Ferrari,348 TS/TB,TS TB
Fiat,500e ICON (Elétrico),500e ICON
Fiat,500 ABARTH MULTIAIR,ABARTH MULTIAIR
Fiat,ARGO,ARGO
Fiat,ARGO DRIVE,ARGO DRIVE
Fiat,ARGO DRIVE GSR,ARGO DRIVE GSR
Fiat,ARGO DRIVE S-DESIGN,ARGO DRIVE S DESIGN
Fiat,ARGO DRIVE TRIBUTO,ARGO DRIVE TRIBUTO
Fiat,ARGO ENDURANCE,ARGO ENDURANCE
Fiat,ARGO HGT,ARGO HGT
Fiat,ARGO PRECISION,ARGO PRECISION
Fiat,ARGO TREKKING,ARGO TREKKING
Fiat,Brava ELX,Brava ELX
Fiat,Brava HGT,Brava HGT
Fiat,Brava SX,Brava SX
Fiat,Bravo ABSOLUTE,Bravo ABSOLUTE
Fiat,Bravo ABSOLUTE Dualogic,Bravo ABSOLUTE Dualogic
Fiat,Bravo BlackMotion,Bravo BlackMotion
Fiat,Bravo ESSENCE,Bravo ESSENCE
Fiat,Bravo ESSENCE Dualogic,Bravo ESSENCE Dualogic
Fiat,Bravo SPORTING,Bravo SPORTING
Fiat,Bravo SX,Bravo SX
Fiat,Bravo T-JET,Bravo T JET
Fiat,Bravo WOLVERINE,Bravo WOLVERINE
Fiat,147 C/ CL,C CL
Fiat,500 Cabrio Flex,Cabrio
Fiat,500 Cabrio Dualogic Flex,Cabrio Dualogic
Fiat,500 Cabrio/500 Coupe Gucci/Flex,Cabrio Gucci
Fiat,Cinquecento,Cinquecento
Fiat,Coupe,Coupe
Fiat,CRONOS,CRONOS
Fiat,CRONOS DRIVE,CRONOS DRIVE
Fiat,CRONOS DRIVE GSR,CRONOS DRIVE GSR
Fiat,CRONOS HGT,CRONOS HGT
Fiat,CRONOS PRECISION,CRONOS PRECISION
Fiat,500 Cult,Cult
Fiat,Doblo,Doblo
Fiat,Doblo Adv/Adv TRYON/LOCKER,Doblo Adv Adv TRYON LOCKER
Fiat,Doblo Adv. XINGU,Doblo Adv. XINGU
Fiat,Doblo Adv. XINGU LOCKER,Doblo Adv. XINGU LOCKER
Fiat,Doblo Adv.Ext./Adv.Ext.Loc.,Doblo Adv.Ext. Adv.Ext.Loc.
Fiat,Doblo Adventure/ Adv.ER,Doblo Adventure Adv.ER
Fiat,Doblo ATTRACTIVE,Doblo ATTRACTIVE
Fiat,Doblo  Cargo,Doblo Cargo
Fiat,Doblo Cargo,Doblo Cargo
Fiat,Doblo ELX,Doblo ELX
Fiat,Doblo ESSENCE,Doblo ESSENCE
Fiat,Doblo EX,Doblo EX
Fiat,Doblo HLX,Doblo HLX
Fiat,Ducato Van,Ducato
Fiat,Ducato-10 Furgão,Ducato
Fiat,Ducato-15,Ducato
Fiat,Ducato-15 Furgão,Ducato
Fiat,Ducato-8 Furgão,Ducato
Fiat,Ducato Cargo,Ducato Cargo
Fiat,Ducato Cargo Curto,Ducato Cargo Curto
Fiat,Ducato Cargo Longo,Ducato Cargo Longo
Fiat,Ducato Cargo Médio,Ducato Cargo Médio
Fiat,Ducato Chassi,Ducato Chassi
Fiat,Ducato Combinato,Ducato Combinato
Fiat,Ducato Executivo,Ducato Executivo
Fiat,Ducato Furgão Maxi,Ducato Maxi
Fiat,Ducato Maxi. Curta,Ducato Maxi. Curta
Fiat,Ducato Maxi. Long.,Ducato Maxi. Long.
Fiat,Ducato MaxiCargo,Ducato MaxiCargo
Fiat,Ducato MaxiCargo/Furgão Maxi,Ducato MaxiCargo Maxi
Fiat,Ducato MaxiMulti,Ducato MaxiMulti
Fiat,Ducato Minibus,Ducato Minibus
Fiat,Ducato Minibus Comfort,Ducato Minibus Comfort
Fiat,Ducato Mult/ Vetrato,Ducato Mult Vetrato
Fiat,Ducato Multi,Ducato Multi
Fiat,Ducato Multi Long.,Ducato Multi Long.
Fiat,Ducato Vip Bus,Ducato Vip Bus
Fiat,Duna,Duna
Fiat,E-Scudo (Elétrico),E Scudo
Fiat,Elba,Elba
Fiat,Elba CS,Elba CS
Fiat,Elba S,Elba S
Fiat,Elba Weekend,Elba Weekend
Fiat,Fastback,Fastback
Fiat,Fastback ABARTH Turbo Flex,Fastback ABARTH
Fiat,Fastback Audace,Fastback Audace
Fiat,Fastback Impetus,Fastback Impetus
Fiat,Fastback Limited Ed.1.3,Fastback Limited Ed.
Fiat,Fastback Tributo,Fastback Tributo
Fiat,Fiorino Furgão,Fiorino
Fiat,Fiorino Furgão Celeb. EVO,Fiorino Celeb. EVO
Fiat,Fiorino Endurance,Fiorino Endurance
Fiat,Fiorino Endurance EVO,Fiorino Endurance EVO
Fiat,Fiorino Furgão EVO,Fiorino EVO
Fiat,Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,Fiorino Furg. Fire F.Flex
Fiat,Fiorino Pick-Up,Fiorino Pick Up
Fiat,Fiorino Pick-Up LX (todas),Fiorino Pick Up LX
Fiat,Fiorino Pick-Up Trekking,Fiorino Pick Up Trekking
Fiat,Fiorino Pick-Up Working,Fiorino Pick Up Working
Fiat,Fiorino Furgão Work. HARD,Fiorino Work. HARD
Fiat,Fiorino Working,Fiorino Working
Fiat,FREEMONT EMOT./PRECISION,FREEMONT EMOT. PRECISION
Fiat,147 Furgão (todos),Furgão
Fiat,Grand Siena,Grand Siena
Fiat,Grand Siena ATTRAC.,Grand Siena ATTRAC.
Fiat,Grand Siena ATTRACTIVE,Grand Siena ATTRACTIVE
Fiat,Grand Siena ESSEN. ITALIA Dual.,Grand Siena ESSEN. ITALIA Dual.
Fiat,Grand Siena ESSEN.SUBLIME,Grand Siena ESSEN.SUBLIME
Fiat,Grand Siena ESSEN.SUBLIME Dual.,Grand Siena ESSEN.SUBLIME Dual.
Fiat,Grand Siena ESSENCE,Grand Siena ESSENCE
Fiat,Grand Siena ESSENCE Dual.,Grand Siena ESSENCE Dual.
Fiat,Grand Siena ESSENCE ITALIA,Grand Siena ESSENCE ITALIA
Fiat,Grand Siena TETRAFUEL,Grand Siena TETRAFUEL
Fiat,Idea A.Ext./A..Ext.Loc.Dual.,Idea A.Ext. A..Ext.Loc.Dual.
Fiat,Idea Adv./ Adv.LOCK.Dualogic,Idea Adv. Adv.LOCK.Dualogic
Fiat,Idea Adv.Ext./Adv.Ext. Loc.,Idea Adv.Ext. Adv.Ext. Loc.
Fiat,Idea Advent./ Adv.LOCKER,Idea Advent. Adv.LOCKER
Fiat,Idea ATTRACTIVE,Idea ATTRACTIVE
Fiat,Idea ELX,Idea ELX
Fiat,Idea ESSENCE,Idea ESSENCE
Fiat,Idea ESSENCE Dualogic,Idea ESSENCE Dualogic
Fiat,Idea ESSENCE SUBLIME,Idea ESSENCE SUBLIME
Fiat,Idea ESSENCE SUBLIME Dual.1.6 Flex16V,Idea ESSENCE SUBLIME Dual. Flex16V
Fiat,Idea HLX,Idea HLX
Fiat,Idea SPORTING,Idea SPORTING
Fiat,Idea SPORTING Dualogic,Idea SPORTING Dualogic
Fiat,LINEA,LINEA
Fiat,LINEA ABSOLUTE,LINEA ABSOLUTE
Fiat,LINEA ESSEN.SUBLIME,LINEA ESSEN.SUBLIME
Fiat,LINEA ESSEN.SUBLIME Dual.1.8 Flex,LINEA ESSEN.SUBLIME Dual.
Fiat,LINEA ESSENCE,LINEA ESSENCE
Fiat,LINEA ESSENCE Dualogic,LINEA ESSENCE Dualogic
Fiat,LINEA LX,LINEA LX
Fiat,LINEA T-JET,LINEA T JET
Fiat,500 LOUNGE,LOUNGE
Fiat,500 Lounge Air,Lounge Air
Fiat,Marea Turbo,Marea
Fiat,Marea City,Marea City
Fiat,Marea ELX,Marea ELX
Fiat,Marea HLX,Marea HLX
Fiat,Marea SX,Marea SX
Fiat,Marea Weekend Turbo,Marea Weekend
Fiat,Marea Weekend City,Marea Weekend City
Fiat,Marea Weekend ELX,Marea Weekend ELX
Fiat,Marea Weekend HLX,Marea Weekend HLX
Fiat,Marea Weekend SX,Marea Weekend SX
Fiat,MOBI DRIVE,MOBI DRIVE
Fiat,MOBI DRIVE GSR,MOBI DRIVE GSR
Fiat,MOBI EASY,MOBI EASY
Fiat,MOBI EASY COMFORT,MOBI EASY COMFORT
Fiat,MOBI EASY on,MOBI EASY on
Fiat,MOBI LIKE,MOBI LIKE
Fiat,MOBI LIKE ON,MOBI LIKE ON
Fiat,MOBI TREKKING,MOBI TREKKING
Fiat,MOBI WAY,MOBI WAY
Fiat,MOBI WAY on,MOBI WAY on
Fiat,Oggi,Oggi
Fiat,Palio,Palio
Fiat,Palio ATTRA. Best Seller,Palio ATTRA. Best Seller
Fiat,Palio ATTRA./ITÁLIA,Palio ATTRA. ITÁLIA
Fiat,Palio ATTRACTIVE,Palio ATTRACTIVE
Fiat,Palio Celebration,Palio Celebration
Fiat,Palio City,Palio City
Fiat,Palio CityMatic,Palio CityMatic
Fiat,Palio ED,Palio ED
Fiat,Palio EDX,Palio EDX
Fiat,Palio EL,Palio EL
Fiat,Palio ELX,Palio ELX
Fiat,Palio ELX/,Palio ELX
Fiat,Palio ELX Dualogic,Palio ELX Dualogic
Fiat,Palio ESSENCE,Palio ESSENCE
Fiat,Palio ESSENCE Dualogic,Palio ESSENCE Dualogic
Fiat,Palio EX,Palio EX
Fiat,Palio EX Century,Palio EX Century
Fiat,Palio HLX,Palio HLX
Fiat,Palio Rua,Palio Rua
Fiat,Palio SPORT.INTERLAGOS,Palio SPORT.INTERLAGOS
Fiat,Palio SPORT.INTERLAGOS Dual.1.6 Flex,Palio SPORT.INTERLAGOS Dual.
Fiat,Palio SPORTING,Palio SPORTING
Fiat,Palio SPORTING B.Edit.,Palio SPORTING B.Edit.
Fiat,Palio SPORTING Dual. B.Edit.,Palio SPORTING Dual. B.Edit.
Fiat,Palio SPORTING Dualogic,Palio SPORTING Dualogic
Fiat,Palio Stile,Palio Stile
Fiat,Palio W.Adv. LOC. ITAL.Dual.1.8 Flex,Palio W.Adv. LOC. ITAL.Dual.
Fiat,Palio W.ADV. LOCK. ITALIA,Palio W.ADV. LOCK. ITALIA
Fiat,Palio Way,Palio Way
Fiat,Palio Way Celebration,Palio Way Celebration
Fiat,Palio Week. Adv/Adv TRYON,Palio Week. Adv Adv TRYON
Fiat,Palio Week. Adv. Dualogic,Palio Week. Adv. Dualogic
Fiat,Palio Week. Adv. ITALIA,Palio Week. Adv. ITALIA
Fiat,Palio Week. ATTRACTIVE,Palio Week. ATTRACTIVE
Fiat,Palio Week.Adv. ITAL. Dual.,Palio Week.Adv. ITAL. Dual.
Fiat,Palio Week.Adv.LOCK.Dualogic,Palio Week.Adv.LOCK.Dualogic
Fiat,Palio Weekend,Palio Weekend
Fiat,Palio Weekend Adv. Ext.,Palio Weekend Adv. Ext.
Fiat,Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex,Palio Weekend Adv. Loc.Ext. Dual.Flex
Fiat,Palio Weekend Adv. LOCKER Ext.,Palio Weekend Adv. LOCKER Ext.
Fiat,Palio Weekend Adventure,Palio Weekend Adventure
Fiat,Palio Weekend Adventure LOCKER,Palio Weekend Adventure LOCKER
Fiat,Palio Weekend City,Palio Weekend City
Fiat,Palio Weekend ELX,Palio Weekend ELX
Fiat,Palio Weekend EX,Palio Weekend EX
Fiat,Palio Weekend HLX,Palio Weekend HLX
Fiat,Palio Weekend Sport,Palio Weekend Sport
Fiat,Palio Weekend Stile,Palio Weekend Stile
Fiat,Palio Weekend Trekking,Palio Weekend Trekking
Fiat,Palio Young,Palio Young
Fiat,Panorama C/CL,Panorama C CL
Fiat,147 Pick-Up (todas),Pick Up
Fiat,Premio CS,Premio CS
Fiat,Premio CSL,Premio CSL
Fiat,Premio S,Premio S
Fiat,PULSE,PULSE
Fiat,PULSE ABARTH,PULSE ABARTH
Fiat,PULSE AUDACE,PULSE AUDACE
Fiat,PULSE AUDACE Turbo,PULSE AUDACE
Fiat,PULSE DRIVE,PULSE DRIVE
Fiat,PULSE IMPETUS,PULSE IMPETUS
Fiat,PULSE IMPETUS T.,PULSE IMPETUS T.
Fiat,PULSE TRIBUTO,PULSE TRIBUTO
Fiat,Punto,Punto
Fiat,Punto ATTRACTIVE,Punto ATTRACTIVE
Fiat,Punto ATTRACTIVE ITALIA,Punto ATTRACTIVE ITALIA
Fiat,Punto BLACKMOTION,Punto BLACKMOTION
Fiat,Punto BLACKMOTION Dual.,Punto BLACKMOTION Dual.
Fiat,Punto Cabrio,Punto Cabrio
Fiat,Punto EL/ELX,Punto EL ELX
Fiat,Punto  ELX,Punto ELX
Fiat,Punto ESSENCE,Punto ESSENCE
Fiat,Punto ESSENCE Dualogic,Punto ESSENCE Dualogic
Fiat,Punto ESSENCE SP,Punto ESSENCE SP
Fiat,Punto ESSENCE SP Dualogic,Punto ESSENCE SP Dualogic
Fiat,Punto HLX,Punto HLX
Fiat,Punto S,Punto S
Fiat,Punto Sporting,Punto Sporting
Fiat,Punto Sporting Dualogic,Punto Sporting Dualogic
Fiat,Punto SX,Punto SX
Fiat,Punto T-JET,Punto T JET
Fiat,Scudo Cargo,Scudo Cargo
Fiat,Scudo Multi,Scudo Multi
Fiat,Siena,Siena
Fiat,Siena ATTRACTIVE,Siena ATTRACTIVE
Fiat,Siena Celebration,Siena Celebration
Fiat,Siena City,Siena City
Fiat,Siena EL,Siena EL
Fiat,Siena EL Celeb.,Siena EL Celeb.
Fiat,Siena ELX,Siena ELX
Fiat,Siena ESSENCE,Siena ESSENCE
Fiat,Siena ESSENCE Dualogic,Siena ESSENCE Dualogic
Fiat,Siena EX,Siena EX
Fiat,Siena HL,Siena HL
Fiat,Siena HLX,Siena HLX
Fiat,Siena HLX Dualogic,Siena HLX Dualogic
Fiat,Siena Sporting,Siena Sporting
Fiat,Siena Sporting Dualogic,Siena Sporting Dualogic
Fiat,Siena Stile/Sport MTV,Siena Stile Sport MTV
Fiat,Siena TETRAFUEL,Siena TETRAFUEL
Fiat,500 SPORT,SPORT
Fiat,500 Sport Air,Sport Air
Fiat,Stilo,Stilo
Fiat,Stilo Dualogic,Stilo Dualogic
Fiat,Strada,Strada
Fiat,Strada Adv/Adv TRYON,Strada Adv Adv TRYON
Fiat,Strada Adv.1.8,Strada Adv.
Fiat,Strada Adv. Ext.,Strada Adv. Ext.
Fiat,Strada Adv. Ext./ Ext.1.8 LOCKER Flex CE,Strada Adv. Ext. Ext. LOCKER CE
Fiat,Strada Adv. Extreme,Strada Adv. Extreme
Fiat,Strada Adv. M. March.,Strada Adv. M. March.
Fiat,Strada Adv. M. March.1.8 Dual. Flex CD,Strada Adv. M. March. Dual. CD
Fiat,Strada Adv.Ext.,Strada Adv.Ext.
Fiat,Strada Adv.Ext./ Ext.,Strada Adv.Ext. Ext.
Fiat,Strada Adventure,Strada Adventure
Fiat,Strada Adventure Ext.,Strada Adventure Ext.
Fiat,Strada Adventure1.8/,Strada Adventure1.8
Fiat,Strada Celeb.,Strada Celeb.
Fiat,Strada Endurance,Strada Endurance
Fiat,Strada Freedom,Strada Freedom
Fiat,Strada LX,Strada LX
Fiat,Strada Opening Edition,Strada Opening Edition
Fiat,Strada Ranch,Strada Ranch
Fiat,Strada Sporting,Strada Sporting
Fiat,Strada/ Strada Working,Strada Strada Working
Fiat,Strada Trek. M. March.,Strada Trek. M. March.
Fiat,Strada Trekking,Strada Trekking
Fiat,Strada Ultra,Strada Ultra
Fiat,Strada Volc.TRIBUTO,Strada Volc.TRIBUTO
Fiat,Strada Volcano,Strada Volcano
Fiat,Strada Working,Strada Working
Fiat,Strada Working Celeb.1.4 Fire Flex,Strada Working Celeb. Fire
Fiat,Strada Working HARD,Strada Working HARD
Fiat,Strada Working Plus,Strada Working Plus
Fiat,Tempra,Tempra
Fiat,Tempra Turbo,Tempra
Fiat,Tempra HLX,Tempra HLX
Fiat,Tempra Ouro,Tempra Ouro
Fiat,Tempra Ouro/Prata,Tempra Ouro Prata
Fiat,Tempra SW SLX,Tempra SLX
Fiat,Tempra Stile,Tempra Stile
Fiat,Tempra SX,Tempra SX
Fiat,Tipo,Tipo
Fiat,Titano Endurance,Titano Endurance
Fiat,Titano Ranch,Titano Ranch
Fiat,Titano Volcano,Titano Volcano
Fiat,Toro Blackjack,Toro Blackjack
Fiat,Toro Endurance,Toro Endurance
Fiat,Toro Freedom,Toro Freedom
Fiat,Toro Freedom Road,Toro Freedom Road
Fiat,Toro Opening Ed. Plus,Toro Opening Ed. Plus
Fiat,Toro Opening Edition,Toro Opening Edition
Fiat,Toro Ranch,Toro Ranch
Fiat,Toro Ultra,Toro Ultra
Fiat,Toro Vol. TRIBUTO,Toro Vol. TRIBUTO
Fiat,Toro Volcano,Toro Volcano
Fiat,Uno,Uno
Fiat,UNO Furgão,UNO
Fiat,Uno Furgão,Uno
Fiat,Uno Turbo,Uno
Fiat,UNO ATTRACTI. Celeb.1.4 EVO F.Flex,UNO ATTRACTI. Celeb. EVO F.Flex
Fiat,UNO ATTRACTIVE,UNO ATTRACTIVE
Fiat,UNO CIAO,UNO CIAO
Fiat,Uno City / Smart City,Uno City Smart City
Fiat,Uno CS/Top/Sport,Uno CS Top Sport
Fiat,Uno CSL,Uno CSL
Fiat,UNO DRIVE,UNO DRIVE
Fiat,UNO ECONOMY,UNO ECONOMY
Fiat,UNO ECONOMY Celeb.,UNO ECONOMY Celeb.
Fiat,UNO EVOLUTION,UNO EVOLUTION
Fiat,Uno Mille,Uno Mille
Fiat,Uno Mille Celeb/Celeb.ECON,Uno Mille Celeb Celeb.ECON
Fiat,Uno Mille Celeb. WAY ECON.,Uno Mille Celeb. WAY ECON.
Fiat,Uno Mille  ELX,Uno Mille ELX
Fiat,Uno Mille EP,Uno Mille EP
Fiat,Uno Mille Grazie,Uno Mille Grazie
Fiat,Uno Mille/ Mille EX/ Smart,Uno Mille Mille EX Smart
Fiat,Uno Mille SX,Uno Mille SX
Fiat,Uno Mille SX Young,Uno Mille SX Young
Fiat,UNO MILLE WAY ECO.XINGU,UNO MILLE WAY ECO.XINGU
Fiat,Uno Mille WAY ECONOMY,Uno Mille WAY ECONOMY
Fiat,Uno S,Uno S
Fiat,UNO SPORT. Dual.,UNO SPORT. Dual.
Fiat,UNO SPORT.INTERLAGOS,UNO SPORT.INTERLAGOS
Fiat,UNO SPORTING,UNO SPORTING
Fiat,UNO SPORTING Dual./GSR,UNO SPORTING Dual. GSR
Fiat,UNO SPORTING Dualogic,UNO SPORTING Dualogic
Fiat,UNO VIVACE,UNO VIVACE
Fiat,UNO VIVACE Celeb.,UNO VIVACE Celeb.
Fiat,UNO VIVACE College,UNO VIVACE College
Fiat,UNO VIVACE ITALIA,UNO VIVACE ITALIA
Fiat,UNO VIVACE/RUA,UNO VIVACE RUA
Fiat,UNO WAY,UNO WAY
Fiat,UNO WAY Celeb.,UNO WAY Celeb.
Fiat,UNO WAY Dual./GSR,UNO WAY Dual. GSR
Fiat,UNO WAY RIO,UNO WAY RIO
Fiat,UNO WAY XINGU,UNO WAY XINGU
Ford,Aerostar Mini-Van,Aerostar Mini
Ford,Aspire,Aspire
Ford,Belina GL,Belina GL
Ford,Belina L,Belina L
Ford,Bronco Sport Badlands,Bronco Sport Badlands
Ford,Bronco Sport Wildtrak,Bronco Sport Wildtrak
Ford,Club Wagon V8,Club
Ford,Club Wagon XLT,Club XLT
Ford,Contour SE/ GL/ LX,Contour SE GL LX
Ford,Contour SE/GL/ LX,Contour SE GL LX
Ford,Corcel II GL/GT,Corcel II GL GT
Ford,Corcel II L,Corcel II L
Ford,Courier,Courier
Ford,Courier Van,Courier
Ford,Courier CLX,Courier CLX
Ford,Courier Si,Courier Si
Ford,Courier Sport,Courier Sport
Ford,Courier XL/XL-RS,Courier XL XL RS
Ford,Crown Victoria LX,Crown Victoria LX
Ford,Del Rey Belina Ghia,Del Rey Belina Ghia
Ford,Del Rey Belina GL,Del Rey Belina GL
Ford,Del Rey Belina GLX,Del Rey Belina GLX
Ford,Del Rey Belina L,Del Rey Belina L
Ford,Del Rey Ghia,Del Rey Ghia
Ford,Del Rey GLX,Del Rey GLX
Ford,Del Rey L,Del Rey L
Ford,E-TRANSIT Furgão Longo Teto Alto (Elétrico),E TRANSIT Longo Teto Alto
Ford,EcoSport,EcoSport
Ford,EcoSport FREESTYLE,EcoSport FREESTYLE
Ford,EcoSport FREESTYLE PLUS,EcoSport FREESTYLE PLUS
Ford,EcoSport S,EcoSport S
Ford,EcoSport SE,EcoSport SE
Ford,EcoSport SE Direct,EcoSport SE Direct
Ford,EcoSport STORM,EcoSport STORM
Ford,EcoSport TITANIUM,EcoSport TITANIUM
Ford,EcoSport XL,EcoSport XL
Ford,EcoSport XL Supercharger,EcoSport XL Supercharger
Ford,EcoSport XLS,EcoSport XLS
Ford,EcoSport XLS FREESTYLE,EcoSport XLS FREESTYLE
Ford,EcoSport XLT,EcoSport XLT
Ford,EcoSport XLT FREESTYLE,EcoSport XLT FREESTYLE
Ford,EDGE LIMITED,EDGE LIMITED
Ford,EDGE SEL,EDGE SEL
Ford,EDGE ST,EDGE ST
Ford,EDGE TITANIUM,EDGE TITANIUM
Ford,Escort SW,Escort
Ford,Escort Ghia,Escort Ghia
Ford,Escort GL,Escort GL
Ford,Escort S.W GL,Escort GL
Ford,Escort SW GL,Escort GL
Ford,Escort GLX,Escort GLX
Ford,Escort S.W. GLX,Escort GLX
Ford,Escort Guarujá,Escort Guarujá
Ford,Escort Hobby,Escort Hobby
Ford,Escort L,Escort L
Ford,Escort L/LX,Escort L LX
Ford,Escort  Racer,Escort Racer
Ford,Escort RS,Escort RS
Ford,Escort XR3,Escort XR3
Ford,Expedition,Expedition
Ford,Explorer Limited,Explorer Limited
Ford,Explorer Sport,Explorer Sport
Ford,Explorer XL,Explorer XL
Ford,Explorer XLT,Explorer XLT
Ford,F-100,F
Ford,F-100 Blazer,F Blazer
Ford,F-100 CD,F CD
Ford,F-1000 CD/Blazer,F CD Blazer
Ford,F-250 F-MILHA CD,F F MILHA CD
Ford,F-150 Lariat,F Lariat
Ford,F-150 Lariat Black,F Lariat Black
Ford,F-1000 Lightning/ Super,F Lightning Super
Ford,F-150 Platinum,F Platinum
Ford,F-1000 Regular Cab.,F Regular Cab.
Ford,F-1000 S. S. Diesel / S.S. Diesel Turbo,F S. S. S.S.
Ford,F-1000 SR XK  Deserter Diesel,F SR XK Deserter
Ford,F-1000 SR XK Deserter,F SR XK Deserter
Ford,F-100 Super,F Super
Ford,F-1000 Super,F Super
Ford,F-1000 Super CE,F Super CE
Ford,F-1000 Super Diesel CE,F Super CE
Ford,F-1000 Super/ S.Série,F Super S.Série
Ford,F-1000 Super Diesel / Super Diesel Turbo,F Super Super
Ford,F-100 Super Série,F Super Série
Ford,F-1000 Super Série CE,F Super Série CE
Ford,F-1000 Super Série CE Diesel,F Super Série CE
Ford,F-150 Tremor,F Tremor
Ford,F-250 Tropica./Tropmine Exec.,F Tropica. Tropmine Exec.
Ford,F-250 TropiCab CE,F TropiCab CE
Ford,F-250 Tropical,F Tropical
Ford,F-1000 Tropical CD,F Tropical CD
Ford,F-1000 Tropical CD HSD,F Tropical CD HSD
Ford,F-1000 Tropical SL/ Van,F Tropical SL
Ford,F-1000 Tropical SL/ Van T.Diesel (todas),F Tropical SL T.Diesel
Ford,F-250 Tropical SL/ Van T.Diesel (todas),F Tropical SL T.Diesel
Ford,F-250 Tropicampo CD,F Tropicampo CD
Ford,F-250 Tropiclassic,F Tropiclassic
Ford,F-250 Tropivan Executive,F Tropivan Executive
Ford,F-250 Tropivan/Tropi. Plus,F Tropivan Tropi. Plus
Ford,F-1000 XL,F XL
Ford,F-1000 XL Diesel Turbo,F XL
Ford,F-250 XL,F XL
Ford,F-250 XL Super Duty,F XL Super Duty
Ford,F-150 XL Triton,F XL Triton
Ford,F-1000 XLT,F XLT
Ford,F-1000 XLT Diesel Turbo,F XLT
Ford,F-250 XLT,F XLT
Ford,F-1000 XLT CE,F XLT CE
Ford,F-150 XLT Triton,F XLT Triton
